run_id,task_id,task_family,task_source,human_source,score_binarized,score_cont,human_minutes,started_at,completed_at,minutes_floored,delta_task,minutes_derived,derivation
249,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,5580000.0,93.0,0.47169057408606396,93.47169057408607,delta_corrected
250,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,0,0.0,95.218,0.0,5580000.0,93.0,0.47169057408606396,93.47169057408607,delta_imputed_failure
251,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,5820000.0,97.0,0.47169057408606396,97.47169057408607,delta_corrected
252,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,6600000.0,110.0,0.47169057408606396,110.47169057408607,delta_corrected
253,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,6780000.0,113.0,0.47169057408606396,113.47169057408607,delta_corrected
254,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,7440000.0,124.0,0.47169057408606396,124.47169057408607,delta_corrected
255,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,0,0.0,95.218,0.0,7560000.0,126.0,0.47169057408606396,126.47169057408607,delta_imputed_failure
256,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,7680000.0,128.0,0.47169057408606396,128.47169057408607,delta_corrected
257,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,8400000.0,140.0,0.47169057408606396,140.47169057408607,delta_corrected
258,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,8940000.0,149.0,0.47169057408606396,149.47169057408607,delta_corrected
259,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,9000000.0,150.0,0.47169057408606396,150.47169057408607,delta_corrected
260,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,10440000.0,174.0,0.47169057408606396,174.47169057408607,delta_corrected
261,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,0,0.0,95.218,0.0,10980000.0,183.0,0.47169057408606396,183.47169057408607,delta_imputed_failure
262,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,11100000.0,185.0,0.47169057408606396,185.47169057408607,delta_corrected
263,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,11400000.0,190.0,0.47169057408606396,190.47169057408607,delta_corrected
264,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,0,0.0,95.218,0.0,12900000.0,215.0,0.47169057408606396,215.47169057408607,delta_imputed_failure
265,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,15120000.0,252.0,0.47169057408606396,252.47169057408607,delta_corrected
266,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,0,0.0,95.218,0.0,18960000.0,316.0,0.47169057408606396,316.47169057408604,delta_imputed_failure
267,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,35280000.0,588.0,0.47169057408606396,588.4716905740861,delta_corrected
268,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,0.0,0.0,0.15447235942099607,0.15447235942099607,delta_corrected
269,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,180000.0,3.0,0.15447235942099607,3.1544723594209962,delta_corrected
270,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,780000.0,13.0,0.15447235942099607,13.154472359420996,delta_corrected
271,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,1260000.0,21.0,0.15447235942099607,21.154472359420996,delta_corrected
272,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,1440000.0,24.0,0.15447235942099607,24.154472359420996,delta_corrected
273,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0,84.437,0.0,1440000.0,24.0,0.15447235942099607,24.154472359420996,delta_imputed_failure
274,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,1440000.0,24.0,0.15447235942099607,24.154472359420996,delta_corrected
275,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0,84.437,0.0,1560000.0,26.0,0.15447235942099607,26.154472359420996,delta_imputed_failure
276,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,1740000.0,29.0,0.15447235942099607,29.154472359420996,delta_corrected
277,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,1920000.0,32.0,0.15447235942099607,32.15447235942099,delta_corrected
278,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0,84.437,0.0,2100000.0,35.0,0.15447235942099607,35.15447235942099,delta_imputed_failure
279,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0,84.437,0.0,2400000.0,40.0,0.15447235942099607,40.15447235942099,delta_imputed_failure
280,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,2820000.0,47.0,0.15447235942099607,47.15447235942099,delta_corrected
281,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0,84.437,0.0,2940000.0,49.0,0.15447235942099607,49.15447235942099,delta_imputed_failure
282,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,3180000.0,53.0,0.15447235942099607,53.15447235942099,delta_corrected
283,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,3420000.0,57.0,0.15447235942099607,57.15447235942099,delta_corrected
284,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,3420000.0,57.0,0.15447235942099607,57.15447235942099,delta_corrected
285,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,3540000.0,59.0,0.15447235942099607,59.15447235942099,delta_corrected
286,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,3540000.0,59.0,0.15447235942099607,59.15447235942099,delta_corrected
287,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,3600000.0,60.0,0.15447235942099607,60.15447235942099,delta_corrected
288,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,3660000.0,61.0,0.15447235942099607,61.15447235942099,delta_corrected
289,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,3780000.0,63.0,0.15447235942099607,63.15447235942099,delta_corrected
290,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,3900000.0,65.0,0.15447235942099607,65.15447235942099,delta_corrected
291,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0,84.437,0.0,4140000.0,69.0,0.15447235942099607,69.15447235942099,delta_imputed_failure
292,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,4260000.0,71.0,0.15447235942099607,71.15447235942099,delta_corrected
293,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,4380000.0,73.0,0.15447235942099607,73.15447235942099,delta_corrected
294,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,4680000.0,78.0,0.15447235942099607,78.15447235942099,delta_corrected
295,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,4860000.0,81.0,0.15447235942099607,81.15447235942099,delta_corrected
296,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,5160000.0,86.0,0.15447235942099607,86.15447235942099,delta_corrected
297,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,5160000.0,86.0,0.15447235942099607,86.15447235942099,delta_corrected
298,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,5160000.0,86.0,0.15447235942099607,86.15447235942099,delta_corrected
299,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,5280000.0,88.0,0.15447235942099607,88.15447235942099,delta_corrected
300,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,5520000.0,92.0,0.15447235942099607,92.15447235942099,delta_corrected
301,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,5580000.0,93.0,0.15447235942099607,93.15447235942099,delta_corrected
302,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,5760000.0,96.0,0.15447235942099607,96.15447235942099,delta_corrected
303,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0,84.437,0.0,5820000.0,97.0,0.15447235942099607,97.15447235942099,delta_imputed_failure
304,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,5820000.0,97.0,0.15447235942099607,97.15447235942099,delta_corrected
305,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,5820000.0,97.0,0.15447235942099607,97.15447235942099,delta_corrected
306,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.3846153846,84.437,0.0,5940000.0,99.0,0.15447235942099607,99.15447235942099,delta_imputed_failure
307,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,6000000.0,100.0,0.15447235942099607,100.15447235942099,delta_corrected
308,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,6300000.0,105.0,0.15447235942099607,105.15447235942099,delta_corrected
309,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,6300000.0,105.0,0.15447235942099607,105.15447235942099,delta_corrected
310,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,6480000.0,108.0,0.15447235942099607,108.15447235942099,delta_corrected
311,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,6480000.0,108.0,0.15447235942099607,108.15447235942099,delta_corrected
312,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,6720000.0,112.0,0.15447235942099607,112.15447235942099,delta_corrected
313,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,7140000.0,119.0,0.15447235942099607,119.15447235942099,delta_corrected
314,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0769230769,84.437,0.0,7320000.0,122.0,0.15447235942099607,122.15447235942099,delta_imputed_failure
315,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,7740000.0,129.0,0.15447235942099607,129.154472359421,delta_corrected
316,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,7860000.0,131.0,0.15447235942099607,131.154472359421,delta_corrected
317,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,8100000.0,135.0,0.15447235942099607,135.154472359421,delta_corrected
318,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,8220000.0,137.0,0.15447235942099607,137.154472359421,delta_corrected
319,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,8460000.0,141.0,0.15447235942099607,141.154472359421,delta_corrected
320,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,8760000.0,146.0,0.15447235942099607,146.154472359421,delta_corrected
321,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.8461538462,84.437,0.0,9000000.0,150.0,0.15447235942099607,150.154472359421,delta_imputed_failure
322,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,9000000.0,150.0,0.15447235942099607,150.154472359421,delta_corrected
323,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,9720000.0,162.0,0.15447235942099607,162.154472359421,delta_corrected
324,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,9960000.0,166.0,0.15447235942099607,166.154472359421,delta_corrected
325,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,10020000.0,167.0,0.15447235942099607,167.154472359421,delta_corrected
326,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0,84.437,0.0,10440000.0,174.0,0.15447235942099607,174.154472359421,delta_imputed_failure
327,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,11460000.0,191.0,0.15447235942099607,191.154472359421,delta_corrected
328,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,12300000.0,205.0,0.15447235942099607,205.154472359421,delta_corrected
329,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,12960000.0,216.0,0.15447235942099607,216.154472359421,delta_corrected
330,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,13680000.0,228.0,0.15447235942099607,228.154472359421,delta_corrected
331,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0,84.437,0.0,14880000.0,248.0,0.15447235942099607,248.154472359421,delta_imputed_failure
332,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,15240000.0,254.0,0.15447235942099607,254.154472359421,delta_corrected
333,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,20280000.0,338.0,0.15447235942099607,338.154472359421,delta_corrected
334,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0,84.437,0.0,22260000.0,371.0,0.15447235942099607,371.154472359421,delta_imputed_failure
335,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,22380000.0,373.0,0.15447235942099607,373.154472359421,delta_corrected
336,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,81240000.0,1354.0,0.15447235942099607,1354.154472359421,delta_corrected
337,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,131100000.0,2185.0,0.15447235942099607,2185.154472359421,delta_corrected
344,env_scientist/level1,env_scientist,HCAST,baseline,1,0.9999595960000001,43.726,0.0,1320000.0,22.0,0.3907513029833232,22.390751302983322,delta_corrected
345,env_scientist/level1,env_scientist,HCAST,baseline,1,0.9999595960000001,43.726,0.0,5100000.0,85.0,0.3907513029833232,85.39075130298332,delta_corrected
346,env_scientist/level1,env_scientist,HCAST,baseline,0,0.0,43.726,0.0,345660000.0,5761.0,0.3907513029833232,5761.3907513029835,delta_imputed_failure
347,env_scientist/level2,env_scientist,HCAST,baseline,1,0.999969697,46.443,0.0,1200000.0,20.0,0.5517208266345623,20.55172082663456,delta_corrected
348,env_scientist/level2,env_scientist,HCAST,baseline,1,0.9998181818,46.443,0.0,3060000.0,51.0,0.5517208266345623,51.551720826634565,delta_corrected
349,env_scientist/level2,env_scientist,HCAST,baseline,1,0.9999292929,46.443,0.0,5640000.0,94.0,0.5517208266345623,94.55172082663456,delta_corrected
350,env_scientist/level3,env_scientist,HCAST,baseline,1,0.999989899,90.457,0.0,5400000.0,90.0,0.45699999999997876,90.45699999999998,delta_corrected
351,env_scientist/level3,env_scientist,HCAST,baseline,0,0.9896767677,90.457,0.0,9060000.0,151.0,0.45699999999997876,151.45699999999997,delta_imputed_failure
352,env_scientist/level4,env_scientist,HCAST,baseline,0,0.0,247.834,0.0,4680000.0,78.0,0.8448861300740637,78.84488613007406,delta_imputed_failure
353,env_scientist/level4,env_scientist,HCAST,baseline,1,0.9995454545,247.834,0.0,12240000.0,204.0,0.8448861300740637,204.84488613007406,delta_corrected
354,env_scientist/level4,env_scientist,HCAST,baseline,1,0.9998787879000001,247.834,0.0,17940000.0,299.0,0.8448861300740637,299.8448861300741,delta_corrected
355,env_scientist/level5,env_scientist,HCAST,baseline,1,0.9996666667,58.738,0.0,2940000.0,49.0,0.16910962969029397,49.1691096296903,delta_corrected
356,env_scientist/level5,env_scientist,HCAST,baseline,1,0.9996363636000001,58.738,0.0,4200000.0,70.0,0.16910962969029397,70.1691096296903,delta_corrected
357,env_scientist/level5,env_scientist,HCAST,baseline,0,0.9897474747,58.738,0.0,6600000.0,110.0,0.16910962969029397,110.1691096296903,delta_imputed_failure
358,env_scientist/level6,env_scientist,HCAST,baseline,1,0.9997474747,171.412,0.0,8880000.0,148.0,0.22549969331880415,148.2254996933188,delta_corrected
359,env_scientist/level6,env_scientist,HCAST,baseline,1,0.9999191919,171.412,0.0,11880000.0,198.0,0.22549969331880415,198.2254996933188,delta_corrected
360,env_scientist/level6,env_scientist,HCAST,baseline,0,0.0,171.412,0.0,29100000.0,485.0,0.22549969331880415,485.2254996933188,delta_imputed_failure
361,env_scientist/level7,env_scientist,HCAST,estimate,0,0.0,665.0,0.0,6360000.0,106.0,,106.0,uncorrected_no_delta
362,env_scientist/level7,env_scientist,HCAST,estimate,0,0.0,665.0,0.0,13320000.0,222.0,,222.0,uncorrected_no_delta
363,env_scientist/level7,env_scientist,HCAST,estimate,0,0.9782828283,665.0,0.0,17220000.0,287.0,,287.0,uncorrected_no_delta
364,env_scientist/level7,env_scientist,HCAST,estimate,0,0.9819494949,665.0,0.0,22440000.0,374.0,,374.0,uncorrected_no_delta
372,esolang/broccoli_collatz,esolang,HCAST,baseline,1,1.0,35.078,0.0,840000.0,14.0,0.33054570860251903,14.33054570860252,delta_corrected
373,esolang/broccoli_collatz,esolang,HCAST,baseline,1,1.0,35.078,0.0,1200000.0,20.0,0.33054570860251903,20.330545708602518,delta_corrected
374,esolang/broccoli_collatz,esolang,HCAST,baseline,1,1.0,35.078,0.0,1260000.0,21.0,0.33054570860251903,21.330545708602518,delta_corrected
375,esolang/broccoli_collatz,esolang,HCAST,baseline,1,1.0,35.078,0.0,1920000.0,32.0,0.33054570860251903,32.33054570860252,delta_corrected
376,esolang/broccoli_collatz,esolang,HCAST,baseline,0,0.0,35.078,0.0,8700000.0,145.0,0.33054570860251903,145.33054570860253,delta_imputed_failure
377,esolang/broccoli_collatz,esolang,HCAST,baseline,1,1.0,35.078,0.0,15840000.0,264.0,0.33054570860251903,264.33054570860253,delta_corrected
378,esolang/broccoli_fibonacci,esolang,HCAST,baseline,0,0.0,24.396,0.0,900000.0,15.0,0.32614571747700677,15.326145717477006,delta_imputed_failure
379,esolang/broccoli_fibonacci,esolang,HCAST,baseline,1,1.0,24.396,0.0,960000.0,16.0,0.32614571747700677,16.326145717477008,delta_corrected
380,esolang/broccoli_fibonacci,esolang,HCAST,baseline,0,0.0,24.396,0.0,960000.0,16.0,0.32614571747700677,16.326145717477008,delta_imputed_failure
381,esolang/broccoli_fibonacci,esolang,HCAST,baseline,1,1.0,24.396,0.0,1740000.0,29.0,0.32614571747700677,29.326145717477008,delta_corrected
382,esolang/broccoli_fibonacci,esolang,HCAST,baseline,1,1.0,24.396,0.0,1800000.0,30.0,0.32614571747700677,30.326145717477008,delta_corrected
383,file_recovery/default,file_recovery,HCAST,baseline,1,1.0,345.617,0.0,11460000.0,191.0,0.509608270451422,191.50960827045142,delta_corrected
384,file_recovery/default,file_recovery,HCAST,baseline,0,0.0,345.617,0.0,24900000.0,415.0,0.509608270451422,415.5096082704514,delta_imputed_failure
385,file_recovery/default,file_recovery,HCAST,baseline,1,1.0,345.617,0.0,27000000.0,450.0,0.509608270451422,450.5096082704514,delta_corrected
386,file_recovery/default,file_recovery,HCAST,baseline,1,1.0,345.617,0.0,28680000.0,478.0,0.509608270451422,478.5096082704514,delta_corrected
small_tasks_baseline_11,file_selection/find_cache_file,file_selection,SWAA,baseline,1,1.0,0.058320992,1737423853415.0,1737423856796.0,0.05635,0.0,0.05635,swaa_exact
small_tasks_baseline_121,file_selection/find_cache_file,file_selection,SWAA,baseline,1,1.0,0.058320992,1737426251500.0,1737426255632.0,0.06886666666666667,0.0,0.06886666666666667,swaa_exact
small_tasks_baseline_220,file_selection/find_cache_file,file_selection,SWAA,baseline,1,1.0,0.058320992,1737421984134.0,1737421987852.0,0.06196666666666667,0.0,0.06196666666666667,swaa_exact
small_tasks_baseline_81,file_selection/find_cache_file,file_selection,SWAA,baseline,1,1.0,0.058320992,1737419369084.0,1737419371970.0,0.0481,0.0,0.0481,swaa_exact
small_tasks_baseline_12,file_selection/find_config_file,file_selection,SWAA,baseline,1,1.0,0.0470904651,1737423857298.0,1737423860354.0,0.05093333333333333,0.0,0.05093333333333333,swaa_exact
small_tasks_baseline_122,file_selection/find_config_file,file_selection,SWAA,baseline,1,1.0,0.0470904651,1737426256135.0,1737426259358.0,0.05371666666666667,0.0,0.05371666666666667,swaa_exact
small_tasks_baseline_221,file_selection/find_config_file,file_selection,SWAA,baseline,1,1.0,0.0470904651,1737421988355.0,1737421990684.0,0.038816666666666666,0.0,0.038816666666666666,swaa_exact
small_tasks_baseline_82,file_selection/find_config_file,file_selection,SWAA,baseline,1,1.0,0.0470904651,1737419372473.0,1737419375253.0,0.04633333333333333,0.0,0.04633333333333333,swaa_exact
small_tasks_baseline_123,file_selection/find_css_file,file_selection,SWAA,baseline,1,1.0,0.0525742238,1737426259861.0,1737426265164.0,0.08838333333333333,0.0,0.08838333333333333,swaa_exact
small_tasks_baseline_13,file_selection/find_css_file,file_selection,SWAA,baseline,1,1.0,0.0525742238,1737423860857.0,1737423863694.0,0.04728333333333333,0.0,0.04728333333333333,swaa_exact
small_tasks_baseline_222,file_selection/find_css_file,file_selection,SWAA,baseline,1,1.0,0.0525742238,1737421991187.0,1737421994085.0,0.0483,0.0,0.0483,swaa_exact
small_tasks_baseline_83,file_selection/find_css_file,file_selection,SWAA,baseline,1,1.0,0.0525742238,1737419375756.0,1737419378026.0,0.03783333333333333,0.0,0.03783333333333333,swaa_exact
small_tasks_baseline_124,file_selection/find_docker_file,file_selection,SWAA,baseline,1,1.0,0.0686250355,1737426265667.0,1737426271388.0,0.09535,0.0,0.09535,swaa_exact
small_tasks_baseline_14,file_selection/find_docker_file,file_selection,SWAA,baseline,1,1.0,0.0686250355,1737423864197.0,1737423867387.0,0.05316666666666667,0.0,0.05316666666666667,swaa_exact
small_tasks_baseline_223,file_selection/find_docker_file,file_selection,SWAA,baseline,1,1.0,0.0686250355,1737421994589.0,1737421997305.0,0.04526666666666666,0.0,0.04526666666666666,swaa_exact
small_tasks_baseline_84,file_selection/find_docker_file,file_selection,SWAA,baseline,1,1.0,0.0686250355,1737419378529.0,1737419384331.0,0.0967,0.0,0.0967,swaa_exact
small_tasks_baseline_125,file_selection/find_env_file,file_selection,SWAA,baseline,1,1.0,0.0540778269,1737426271891.0,1737426277141.0,0.0875,0.0,0.0875,swaa_exact
small_tasks_baseline_15,file_selection/find_env_file,file_selection,SWAA,baseline,1,1.0,0.0540778269,1737423867890.0,1737423870315.0,0.04041666666666666,0.0,0.04041666666666666,swaa_exact
small_tasks_baseline_224,file_selection/find_env_file,file_selection,SWAA,baseline,1,1.0,0.0540778269,1737421997809.0,1737422000510.0,0.04501666666666667,0.0,0.04501666666666667,swaa_exact
small_tasks_baseline_85,file_selection/find_env_file,file_selection,SWAA,baseline,1,1.0,0.0540778269,1737419384832.0,1737419388055.0,0.05371666666666667,0.0,0.05371666666666667,swaa_exact
small_tasks_baseline_126,file_selection/find_image,file_selection,SWAA,baseline,1,1.0,0.042480995800000004,1737426277642.0,1737426280763.0,0.05201666666666667,0.0,0.05201666666666667,swaa_exact
small_tasks_baseline_16,file_selection/find_image,file_selection,SWAA,baseline,1,1.0,0.042480995800000004,1737423870816.0,1737423874279.0,0.057716666666666666,0.0,0.057716666666666666,swaa_exact
small_tasks_baseline_225,file_selection/find_image,file_selection,SWAA,baseline,1,1.0,0.042480995800000004,1737422001015.0,1737422002773.0,0.0293,0.0,0.0293,swaa_exact
small_tasks_baseline_86,file_selection/find_image,file_selection,SWAA,baseline,1,1.0,0.042480995800000004,1737419388558.0,1737419390779.0,0.03701666666666667,0.0,0.03701666666666667,swaa_exact
small_tasks_baseline_127,file_selection/find_json_data,file_selection,SWAA,baseline,1,1.0,0.0375325306,1737426281266.0,1737426283982.0,0.04526666666666666,0.0,0.04526666666666666,swaa_exact
small_tasks_baseline_17,file_selection/find_json_data,file_selection,SWAA,baseline,1,1.0,0.0375325306,1737423874780.0,1737423876545.0,0.029416666666666667,0.0,0.029416666666666667,swaa_exact
small_tasks_baseline_226,file_selection/find_json_data,file_selection,SWAA,baseline,1,1.0,0.0375325306,1737422003276.0,1737422005769.0,0.04155,0.0,0.04155,swaa_exact
small_tasks_baseline_87,file_selection/find_json_data,file_selection,SWAA,baseline,1,1.0,0.0375325306,1737419391283.0,1737419393437.0,0.0359,0.0,0.0359,swaa_exact
small_tasks_baseline_128,file_selection/find_log_file,file_selection,SWAA,baseline,1,1.0,0.06381387420000001,1737426284484.0,1737426290099.0,0.09358333333333334,0.0,0.09358333333333334,swaa_exact
small_tasks_baseline_18,file_selection/find_log_file,file_selection,SWAA,baseline,1,1.0,0.06381387420000001,1737423877048.0,1737423880792.0,0.0624,0.0,0.0624,swaa_exact
small_tasks_baseline_227,file_selection/find_log_file,file_selection,SWAA,baseline,1,1.0,0.06381387420000001,1737422006273.0,1737422009927.0,0.0609,0.0,0.0609,swaa_exact
small_tasks_baseline_88,file_selection/find_log_file,file_selection,SWAA,baseline,1,1.0,0.06381387420000001,1737419393941.0,1737419396739.0,0.04663333333333333,0.0,0.04663333333333333,swaa_exact
small_tasks_baseline_129,file_selection/find_main_file,file_selection,SWAA,baseline,1,1.0,0.061190799000000004,1737426290601.0,1737426296753.0,0.10253333333333334,0.0,0.10253333333333334,swaa_exact
small_tasks_baseline_19,file_selection/find_main_file,file_selection,SWAA,baseline,1,1.0,0.061190799000000004,1737423881295.0,1737423884108.0,0.04688333333333333,0.0,0.04688333333333333,swaa_exact
small_tasks_baseline_228,file_selection/find_main_file,file_selection,SWAA,baseline,1,1.0,0.061190799000000004,1737422010431.0,1737422013982.0,0.05918333333333333,0.0,0.05918333333333333,swaa_exact
small_tasks_baseline_89,file_selection/find_main_file,file_selection,SWAA,baseline,1,1.0,0.061190799000000004,1737419397243.0,1737419400200.0,0.04928333333333333,0.0,0.04928333333333333,swaa_exact
small_tasks_baseline_130,file_selection/find_password_file,file_selection,SWAA,baseline,1,1.0,0.055194829200000003,1737426297255.0,1737426300963.0,0.0618,0.0,0.0618,swaa_exact
small_tasks_baseline_20,file_selection/find_password_file,file_selection,SWAA,baseline,1,1.0,0.055194829200000003,1737423884611.0,1737423887727.0,0.05193333333333333,0.0,0.05193333333333333,swaa_exact
small_tasks_baseline_229,file_selection/find_password_file,file_selection,SWAA,baseline,1,1.0,0.055194829200000003,1737422014484.0,1737422017371.0,0.04811666666666667,0.0,0.04811666666666667,swaa_exact
small_tasks_baseline_90,file_selection/find_password_file,file_selection,SWAA,baseline,1,1.0,0.055194829200000003,1737419180309.0,1737419183914.0,0.060083333333333336,0.0,0.060083333333333336,swaa_exact
